topic_id,topic_title,topic_order,subtopic_id,subtopic_title,basesubtopic_title,basesubtopic_id,subtopic_order,basesubtopic_outcomes,subtopic_reason_for_inclusion,lantern_substrand_title,Strand
5220,Early Decimals,45,50685,Visualising decimals (investigation),Money and decimals (Investigation) LIVE,2582,1220,,,,Numeracy Skills
5220,Early Decimals,45,69804,Convert tenths and hundredths between simplified fractions and decimals,Convert numbers with tenths or hundredths between simplified fractions and decimals,3237,1240,,,,Numeracy Skills
5220,Early Decimals,45,69805,Convert thousandths between simplified fractions and decimals,Convert numbers with thousandths between simplified fractions and decimals,3002,1250,,,,Numeracy Skills
5220,Early Decimals,45,50689,Convert between benchmark decimals and fractions,Convert between benchmark decimals and fractions,988,1260,,,,Numeracy Skills
5220,Early Decimals,45,50690,Compare numbers with decimal components beyond thousandths,Compare numbers with decimal components beyond thousandths,323,1270,,,,Numeracy Skills
5220,Early Decimals,45,100298,Add single digit numbers with decimal values in tenths,Add single digit numbers with decimal values in tenths,3959,1275,,,,Numeracy Skills
5220,Early Decimals,45,69806,Add single digit numbers with decimal values in hundredths,Add single digit numbers with decimal values in hundredths,3010,1280,,,,Numeracy Skills
5220,Early Decimals,45,69807,Add double digit numbers with decimal values in hundredths,Add double digit numbers with decimal values in hundredths,3011,1290,,,,Numeracy Skills
5220,Early Decimals,45,100299,Add single digit numbers with decimal values in thousandths,Add single digit numbers with decimal values in thousandths,3964,1295,,,,Numeracy Skills
5220,Early Decimals,45,69808,Add large numbers with decimal values in thousdanths,Add large numbers with decimal values in thousandths,3012,1300,,,,Numeracy Skills
5220,Early Decimals,45,50691,Add numbers with decimal values using standard algorithm,Add numbers with decimal values using standard algorithm,391,1310,,,,Numeracy Skills
5220,Early Decimals,45,69809,Subtract single digit numbers with decimals in tenths or hundredths,Subtract single digit numbers with decimals in tenths or hundredths,3013,1320,,,,Numeracy Skills
5220,Early Decimals,45,69810,Subtract double digit numbers with decimals in tenths or hundredths,Subtract double digit numbers with decimals in tenths or hundredths,3014,1330,,,,Numeracy Skills
5220,Early Decimals,45,69811,Subtract single or double digit numbers with at least 1 number with hundredths place,Subtract single or double digit numbers with at least 1 number with hundredths place,3015,1340,,,,Numeracy Skills
5220,Early Decimals,45,50692,Subtract numbers with decimals using the standard subtraction algorithm,Subtract numbers with decimals using the standard subtraction algorithm,501,1350,,,,Numeracy Skills
5220,Early Decimals,45,69802,Solve problems using models involving addition or subtraction of decimal numbers,Solve problems using models involving addition or subtraction of decimal numbers,3021,1352,,,,Numeracy Skills
5220,Early Decimals,45,69797,Comparing addition or subtraction statements involving decimals and fractions,Compare 2 statements involving fractions or decimal numbers and addition or subtractions,2999,1355,,,,Numeracy Skills
5220,Early Decimals,45,69812,Add three or more decimals,Add three or more numbers with decimal values,3016,1360,,,,Numeracy Skills
5220,Early Decimals,45,90194,Add or subtract numbers as decimals or fractions and convert answers,Add or subtract numbers as decimals or fractions and convert answers,3970,1365,,,,Numeracy Skills
5220,Early Decimals,45,103213,Solve problems involving both an addition and a subtraction,Solve problems involving both an addition and a subtraction,3971,1368,,,,Numeracy Skills
5220,Early Decimals,45,69813,Complete addition or subtraction statements to make a target number,Complete addition or subtraction statements to make a target number,3019,1370,,,,Numeracy Skills
5220,Early Decimals,45,69814,Make the statement true (add/sub),Add missing elements to an equation involving addition or subtraction to make the statement true,3020,1380,,,,Numeracy Skills
5220,Early Decimals,45,69815,Solve problems involving addition or subtraction of decimal numbers,Solve problems involving addition or subtraction of decimal numbers,3023,1390,,,,Numeracy Skills
5220,Early Decimals,45,69816,Multiply numbers with decimals by powers of 10,Multiply numbers with decimals by powers of 10,3024,1400,,,,Numeracy Skills
5220,Early Decimals,45,69817,Divide numbers with decimals by powers of 10,Divide numbers with decimals by powers of 10,3025,1410,,,,Numeracy Skills
5220,Early Decimals,45,50693,Multiply and divide numbers with decimals by powers of 10,Multiply and divide numbers with decimals by powers of 10,952,1420,,,,Numeracy Skills
5220,Early Decimals,45,69818,Multiply numbers with tenths by single digit numbers,Multiply numbers with decimals by single digit numbers (tenths),3026,1430,,,,Numeracy Skills
5220,Early Decimals,45,69819,Multiply numbers with hundredths by single digit numbers,Multiply numbers with decimals by single digit numbers (hundredths),3027,1440,,,,Numeracy Skills
5220,Early Decimals,45,69820,Multiply numbers with thousandths by single digit numbers,Multiply numbers with decimals by single digit numbers (1000'ths),3028,1450,,,,Numeracy Skills
5220,Early Decimals,45,69821,Multiply numbers with decimals by double digit numbers,Multiply numbers with decimals by double digit numbers,3029,1460,,,,Numeracy Skills
5220,Early Decimals,45,50694,Multiply numbers with decimals by whole numbers using the algorithm,Multiply numbers with decimals by whole numbers using the algorithm,541,1470,,,,Numeracy Skills
5220,Early Decimals,45,50697,Find a decimal proportion of a quantity,Find a decimal proportion of a quantity,727,1480,,,,Numeracy Skills
5220,Early Decimals,45,69822,Divide 3 digit number by 1 digit number resulting in decimal answer,Divide 3 digit number by 1 digit number resulting in decimal answer,3277,1490,,,,Numeracy Skills
5220,Early Decimals,45,69824,Divide 4 digit number by 1 digit number resulting in decimal answer,Divide 4 digit number by 1 digit number resulting in decimal answer,3279,1500,,,,Numeracy Skills
5220,Early Decimals,45,69823,Divide 3 digit number by 2 digit number resulting in decimal answer,Divide 3 digit number by 2 digit number resulting in decimal answer,3278,1510,,,,Numeracy Skills
5220,Early Decimals,45,69825,Divide 4 digit number by 2 digit number resulting in decimal answer,Divide 4 digit number by 2 digit number resulting in decimal answer,3280,1520,,,,Numeracy Skills
5220,Early Decimals,45,103214,Long division - dividing 1 or 2 digit numbers,Use long division to divide 1 or 2 digit numbers resulting in a decimal answer,4111,1521,,,,Numeracy Skills
5220,Early Decimals,45,103215,Long division - dividing 3 digit numbers,Use long division to divide 3 digit numbers resulting in a decimal answer,4107,1522,,,,Numeracy Skills
5220,Early Decimals,45,103216,Long division - dividing 4 digit numbers,Use long division to divide 4 digit numbers resulting in a decimal answer,4108,1525,,,,Numeracy Skills
5220,Early Decimals,45,69826,Divide numbers with tenths by a single digit number,Divide numbers with tenths by a single digit number,3035,1530,,,,Numeracy Skills
5220,Early Decimals,45,69827,Divide numbers with hundredths by a single digit number,Divide numbers with hundredths by a single digit number,3036,1540,,,,Numeracy Skills
5220,Early Decimals,45,69828,Divide numbers with thousandths by a single digit number,Divide numbers with thousandths by a single digit number,3037,1550,,,,Numeracy Skills
5220,Early Decimals,45,103217,Long division - divide decimals by 1 digit number,Use long division to divide numbers with decimals by a single digit number,4109,1555,,,,Numeracy Skills
5220,Early Decimals,45,69829,Divide numbers with decimals by a double digit number,Divide numbers with decimals by a double digit number,3038,1560,,,,Numeracy Skills
5220,Early Decimals,45,103218,Long division - divide decimals by 2 digit number,Use long division to divide numbers with decimals by a double digit number,4110,1565,,,,Numeracy Skills
5220,Early Decimals,45,50696,Divide a number with decimals by whole numbers,"Divide a number with decimals by whole numbers - mixed set 3035, 3036, 3037,3038",2315,1570,,,,Numeracy Skills
5220,Early Decimals,45,69830,Complete multiplication statements to make a target number,Complete multiplication statements to make a target number,3041,1580,,,,Numeracy Skills
5220,Early Decimals,45,69831,Complete division statements to make a target number,Complete division statements to make a target number,3042,1590,,,,Numeracy Skills
5220,Early Decimals,45,69832,Make the statement true (mult/div),Add missing elements to an equation involving mult or div to make the statement true,3043,1600,,,,Numeracy Skills
5220,Early Decimals,45,69833,Problem solving with decimals (mult/div),Solve problems involving multiplication or division of decimal numbers,3044,1610,,,,Numeracy Skills
5220,Early Decimals,45,69834,Problem solving with decimals (4 ops),Solve problems involving 2 different operations using decimal numbers,3045,1620,,,,Numeracy Skills
5220,Early Decimals,45,50695,Use a calculator for decimals,Use a calculator to compute calculations involving decimals,2314,1630,,,,Numeracy Skills
5220,Early Decimals,45,69835,Compare addition and subtraction statements with decimals,Use inequality signs to compare 2 statements that involve addition or subtraction of decimals,3046,1640,,,,Numeracy Skills
5220,Early Decimals,45,69836,Comparing multiplication statements with decimals,Use inequality signs to compare 2 statements that involve multiplication of decimals,3047,1650,,,,Numeracy Skills
5220,Early Decimals,45,69837,Order of operations with decimals (add/sub/mult),"Evaluate expressions using correct order of operations (add, sub, multiply)",3048,1660,,,,Numeracy Skills
5220,Early Decimals,45,69838,Compare statements with decimals (4 operations),Use inequality signs to compare 2 statements that involve decimals,3049,1670,,,,Numeracy Skills
5220,Early Decimals,45,69839,Order of operations with decimals (add/sub/mult/div),"Evaluate expressions using correct order of operations (add, sub, multiply, divide)",3050,1680,,,,Numeracy Skills
5220,Early Decimals,45,50699,Order of operations with decimals (4 ops and brackets),Evaluate expressions using correct order of operations (4 ops and brackets),681,1690,,,,Numeracy Skills
5220,Early Decimals,45,50688,Write numbers with decimals to and from expanded form,Read and write numbers with decimals involving expanded form,100,1700,,,,Numeracy Skills
5220,Early Decimals,45,50684,Place value less than 1.,TBD - Place Value Less than 1. (Yr 5),2294,9999,,,,Numeracy Skills
3978,Decimals,50,50698,Decimal recap,Decimal recap (Yr 7),1027,1800,,,,Numeracy Skills
3978,Decimals,50,69840,Round numbers to tenths or hundredths,Round numbers with decimals to tenths or hundredths,2817,1810,,,,Numeracy Skills
3978,Decimals,50,50700,Convert from decimals to fractions,"Convert from decimals to fractions - 2974, 2975, 2435, 3237, 3002, 988",171,1820,,,,Numeracy Skills
3978,Decimals,50,50701,Convert from fractions to decimals,"Convert from fractions to decimals - 2974, 2975, 2435, 3237, 3002, 988",259,1825,,,,Numeracy Skills
3978,Decimals,50,69841,Convert between mixed numbers and decimals,Convert between mixed numbers and decimals,3003,1830,,,,Numeracy Skills
3978,Decimals,50,50702,Estimation with decimals (investigation),An Estimation Activity (Investigation) LIVE,1454,1850,,,,Numeracy Skills
3978,Decimals,50,69842,Multiply decimals by decimal using grid (tenths),Multiply 2 numbers with tenths using a grid,3030,1860,,,,Numeracy Skills
3978,Decimals,50,69843,Multiply decimals by decimal (tenths),Multiply 2 numbers with tenths,3031,1870,,,,Numeracy Skills
3978,Decimals,50,69844,Multiply decimals by decimal (hundredths),Multiply 2 numbers with tenths or hundredths,3032,1880,,,,Numeracy Skills
3978,Decimals,50,103205,Multiply decimals by decimal using algorithm,Multiply 2 numbers with decimals using the algorithm,4114,1885,,,,Numeracy Skills
3978,Decimals,50,50703,Further multiplication of numbers with decimals,Further multiplication of numbers with decimals,592,1890,,,,Numeracy Skills
3978,Decimals,50,69845,Whole number division resulting in decimal quotient,"Division resulting in decimal number - mixed set  3277, 3279, 3278, 3280, 5762",3033,1900,,,,Numeracy Skills
3978,Decimals,50,69847,Divide decimals by decimal (tenths),Divide 2 numbers with decimals (tenths),3039,1920,,,,Numeracy Skills
3978,Decimals,50,69848,Divide decimals by decimal (hundredths),Divide 2 numbers with decimals (hundredths),3040,1930,,,,Numeracy Skills
3978,Decimals,50,50704,Divide decimal by a whole number,"Divide a decimal by a whole number  - mixed set 3035, 3036, 3037, 3038, 5764",987,1940,,,,Numeracy Skills
3978,Decimals,50,50705,Divide decimal by a whole number with long division,"Divide a decimal by a whole number using long division - mixed set 4111, 4107, 4108, 4109, 4110",613,1950,,,,Numeracy Skills
3978,Decimals,50,50706,Divide by decimals,"Divide decimal numbers - mixed set 3039, 3040",652,1960,,,,Numeracy Skills
3978,Decimals,50,50707,Round numbers with decimals,Round numbers with decimals to required decimal place,706,1970,,,,Numeracy Skills
3978,Decimals,50,69849,Order of operations with decimals,Evaluate expressions involving multiple operations with decimal numbers,3282,1980,,,,Numeracy Skills
3978,Decimals,50,50708,Problem solving with decimals 1,Solve contextual problems involving decimal numbers,734,1990,,,,Numeracy Skills
3978,Decimals,50,50710,Use a calculator for decimal computation,Use a calculator for decimal computation,1441,2000,,,,Numeracy Skills
3978,Decimals,50,103206,"Identify, compare and round negative decimals","Identify, compare and round negative decimals",4116,2005,,,,Numeracy Skills
3978,Decimals,50,50711,Add or subtract negative numbers with decimals,Add or subtract negative numbers with decimals,1307,2010,,,,Numeracy Skills
3978,Decimals,50,50712,Multiply or divide negative numbers with decimals,Multiply or divide negative numbers with decimals,1379,2020,,,,Numeracy Skills
3978,Decimals,50,50713,Convert negative fractions to decimal numbers,Convert between negative fractions and decimal numbers,1380,2030,,,,Numeracy Skills
3978,Decimals,50,50714,Use long division to convert negative fractions to decimal numbers,Convert between negative fractions and decimal numbers using long division,1381,2040,,,,Numeracy Skills
3978,Decimals,50,50715,Order of operations with decimals (with negatives),"Evaluate expressions involving multiple operations with decimal numbers, including negatives",1382,2050,,,,Numeracy Skills
3978,Decimals,50,69850,Target numbers (investigation),Target Numbers (Investigation) LIVE,3309,2060,,,,Numeracy Skills
3978,Decimals,50,69851,Problem solving with decimals 2,"Solve contextual problems involving decimal numbers, including negatives",3281,2070,,,,Numeracy Skills
3978,Decimals,50,50717,Convert recurring decimals to fractions,Convert numbers with recurring decimals to fraction form,721,2080,,,,Numeracy Skills
3979,Percentages,60,240144,What is a percent?  (Investigation),What is a percent?  (Investigation),5411,3000,,,,Other
3979,Percentages,60,182226,Percentages from shaded diagrams,Identify percentages from shaded diagrams,5412,3010,,,,Other
3979,Percentages,60,182227,Convert percentage to fraction leave as hundredths,Convert percentage to fraction leave as hundredths,5413,3020,,,,Other
3979,Percentages,60,182228,Convert percentage to fraction benchmarks,Convert percentage to fraction benchmarks,5414,3030,,,,Other
3979,Percentages,60,182229,Convert percentage to fraction then simplify the fraction,Convert percentage to fraction then simplify the fraction,5415,3040,,,,Other
3979,Percentages,60,182230,Convert percentage to fraction for values > 100%,Convert percentage to fraction for values > 100%,5416,3050,,,,Other
3979,Percentages,60,182231,Convert percentage to fraction for fractional percentages,Convert percentage to fraction for fractional percentages,5417,3060,,,,Other
3979,Percentages,60,182232,Convert percentage to fraction for mixed number percentages,Convert percentage to fraction for mixed number percentages,5418,3070,,,,Other
3979,Percentages,60,182233,Convert percentage to fraction for decimal percentages,Convert percentage to fraction for decimal percentages,5419,3080,,,,Other
3979,Percentages,60,182234,Convert fraction to percentage from hundredths,Convert fraction to percentage from hundredths,5420,3090,,,,Other
3979,Percentages,60,182235,Convert fraction to percentage benchmarks,Convert fraction to percentage benchmarks,5421,3100,,,,Other
3979,Percentages,60,182236,"Convert fraction to percentage, easy multiples","Convert fraction to percentage, easy multiples",5422,3110,,,,Other
3979,Percentages,60,182237,"Convert fraction to percentage, where after fraction manipulation the % is a whole number","Convert fraction to percentage, where after fraction manipulation the % is a whole number",5423,3120,,,,Other
3979,Percentages,60,182238,"Convert fraction to percentage, results in mixed number percentage","Convert fraction to percentage, results in mixed number percentage",5424,3130,,,,Other
3979,Percentages,60,182239,"Convert fraction to percentage, for values < 1, requires calculator","Convert fraction to percentage, for values < 1, requires calculator",5463,3135,,,,Other
3979,Percentages,60,182240,"Convert fraction to percentage, for values > 1","Convert fraction to percentage, for values > 1",5425,3140,,,,Other
3979,Percentages,60,182241,"Convert percentage to decimal, straight to hundredths","Convert percentage to decimal, straight to hundredths",5426,3150,,,,Other
3979,Percentages,60,182242,Convert percentage to decimal for values > 100%,Convert percentage to decimal for values > 100%,5428,3170,,,,Other
3979,Percentages,60,182243,Convert percentage to a decimal for fractional percentages,Convert percentage to a decimal for fractional percentages,5469,3175,,,,Other
3979,Percentages,60,182244,Convert percentage to decimal for decimal percentages,Convert percentage to decimal for decimal percentages,5429,3180,,,,Other
3979,Percentages,60,182245,"Convert decimal to percentage, from hundredths","Convert decimal to percentage, from hundredths",5430,3190,,,,Other
3979,Percentages,60,182246,"Convert decimal to percentage, from tenths","Convert decimal to percentage, from tenths",5468,3195,,,,Other
3979,Percentages,60,182247,"Convert decimal to percentage, for values > 1","Convert decimal to percentage, for values > 1",5431,3200,,,,Other
3979,Percentages,60,182248,Convert decimal to percentage for values resulting in decimal percentage,Convert decimal to percentage for values resulting in decimal percentage,5432,3210,,,,Other
3979,Percentages,60,182249,Convert between percentages and fractions - Mixed Set I,"Convert between percentages and fractions - mixed set 5413, 5414, 5420, 5421",5433,3220,,,,Other
3979,Percentages,60,50725,Convert between percentages and fractions - Mixed Set II,Convert between percentages and fractions - mixed set 5413 through to 5425 and 5463,995,3230,,,,Other
3979,Percentages,60,182250,Convert between percentages and decimals - Mixed Set I,"Convert between percentages and decimals - mixed set 5426, 5430, 5468",5435,3240,,,,Other
3979,Percentages,60,182251,Convert between percentages and decimals - Mixed Set II,"Convert between percentages and decimals - mixed set 5426, 5428, 5469, 5429, 5430, 5468, 5431, 5432",5436,3250,,,,Other
3979,Percentages,60,182252,Identify percents and their complements,Identify percents and their complements,5437,3260,,,,Other
3979,Percentages,60,50730,Identify one amount as a percent of another,Identify one amount as a percent of another,998,3270,,,,Other
3979,Percentages,60,182253,"Identify one amount as a percent of another, answer as mixed number","Identify one amount as a percent of another, answer as mixed number",5438,3280,,,,Other
3979,Percentages,60,182254,"Identify one amount as a percent of another, answer to required decimal places","Identify one amount as a percent of another, answer to required decimal places",5439,3290,,,,Other
3979,Percentages,60,50741,Identify the percent composition of one amount with another with different units,Identify the percent composition of one amount with another with different units,492,3300,,,,Other
3979,Percentages,60,182255,"Identify the percent composition of one amount of another - mixed set 998, 5438, 5439, 492","Identify the percent composition of one amount of another - mixed set 998, 5438, 5439, 492",5440,3310,,,,Other
3979,Percentages,60,50720,"Order sets of numbers with mixed notations for benchmark fractions, decimals and percentages","Order sets of numbers with mixed notations for benchmark fractions, decimals and percentages",991,3320,,,,Other
3979,Percentages,60,182256,"Order sets of numbers with mixed notations for fractions, decimals and percentages for values <1","Order sets of numbers with mixed notations for fractions, decimals and percentages for values <1",5441,3330,,,,Other
3979,Percentages,60,182257,"Order sets of numbers with mixed notations for fractions, decimals and percentages for values > 1","Order sets of numbers with mixed notations for fractions, decimals and percentages for values > 1",5442,3340,,,,Other
3979,Percentages,60,50727,"Order sets of numbers with mixed notations for fractions, decimals and percentages - mixed set 991, 5441, 5442","Order sets of numbers with mixed notations (f,d,p) - mixed set 991, 5441, 5442",997,3350,,,,Other
3979,Percentages,60,182258,Estimate percentages from shaded diagrams and number lines,Estimate percentages from shaded diagrams and number lines,5443,3360,,,,Other
3979,Percentages,60,182259,Estimate percentages of quantities from images,Estimate percentages of quantities from images,5444,3370,,,,Other
3979,Percentages,60,50724,Estimate percentages - Mixed Set,"Estimate percentages - mixed set 5443, 5444",994,3380,,,,Other
3979,Percentages,60,182260,Find 10% of quantity,Find 10% of a quantity,5445,3400,,,,Other
3979,Percentages,60,182261,Find 5% of quantity,Find 5% of a quantity,5446,3410,,,,Other
3979,Percentages,60,182262,Find 1% of quantity,Find 1% of a quantity,5447,3420,,,,Other
3979,Percentages,60,182263,"Use 1, 5, 10% of a quantity to find other percentages through building","Use 1, 5, 10% of a quantity to find other percentages through building",5448,3430,,,,Other
3979,Percentages,60,182264,Find % of a quantity,"Find 10, 5 or 1% of a quantity, or combinations - mixed set 5445, 5446, 5447, 5448",5449,3440,,,,Other
3979,Percentages,60,50721,Find percentage of a quantity for benchmark values,Find percentage of a quantity for benchmark values,992,3445,,,,Other
3979,Percentages,60,182265,Find percentage of a quantity with whole number values,Find percentage of a quantity with whole number values,5450,3450,,,,Other
3979,Percentages,60,182266,"Find percentage of a quantity, answer as a decimal","Find percentage of a quantity, answer as a decimal",5451,3460,,,,Other
3979,Percentages,60,182267,"Find percentage of a quantity, answer as a fraction","Find percentage of a quantity, answer as a fraction",5464,3465,,,,Other
3979,Percentages,60,182268,"Find percentage of a quantity, answer as mixed number","Find percentage of a quantity, answer as mixed number",5452,3470,,,,Other
3979,Percentages,60,182269,"Find mixed number percentage of a quantity, answer as decimal","Find mixed number percentage of a quantity, answer as decimal",5465,3475,,,,Other
3979,Percentages,60,182270,Find decimal percentage of a decimal quantity,Find decimal percentage of a decimal quantity,5453,3480,,,,Other
3979,Percentages,60,182271,Find percentage of a quantity for values > 1,Find percentage of a quantity for values > 1,5454,3490,,,,Other
3979,Percentages,60,50729,Percentage of a quantity - Mixed Set,"Find percentage of a quantity - mixed set 5450, 5451, 5452, 5453, 5454, 5464",971,3500,,,,Other
3979,Percentages,60,50748,Percentage (of quantities and composition),Find percentage of a quantity and percentage composition - mixed set 5440 and 971,1783,3520,,,,Other
3979,Percentages,60,182272,Connect an increase of AA% to multiplying by 1.AA,Connect an increase of AA% to multiplying by 1.AA,5455,3530,,,,Other
3979,Percentages,60,182273,Connect a decrease of A% as multiplying by (1-A),Connect a decrease of A% as multiplying by (1-A),5456,3540,,,,Other
3979,Percentages,60,182274,Find the amount after percentage increase,Find the amount after percentage increase,5457,3550,,,,Other
3979,Percentages,60,182275,"Find the amount after percentage increase, involves decimal numbers","Find the amount after percentage increase, involves decimal numbers",5458,3560,,,,Other
3979,Percentages,60,182276,Find the amount after percentage decrease,Find the amount after percentage decrease,5459,3570,,,,Other
3979,Percentages,60,182277,"Find the amount after percentage decrease, involves decimal numbers","Find the amount after percentage decrease, involves decimal numbers",5460,3580,,,,Other
3979,Percentages,60,50742,Percentage increase or decrease - Mixed Set,"Find the amount after percentage increase or decrease - mixed set 5455, 5456, 5457, 5458, 5459, 5460",545,3590,,,,Other
3979,Percentages,60,182278,Find the percentage change given 2 values,Find the percentage change given 2 values,5466,3595,,,,Other
3979,Percentages,60,50751,Repeated percentage change,Find overall percentage change after multiple percentage increases or decreases,1654,3600,,,,Other
3979,Percentages,60,50732,"Solve problems involving proportions and percentages, simple multiples","Solve problems involving proportions and percentages, simple multiples",999,3610,,,,Other
3979,Percentages,60,182279,Solve problems involving proportions and percentages with whole numbers,Solve problems involving proportions and percentages with whole numbers,5461,3620,,,,Other
3979,Percentages,60,182280,Solve problems involving proportions and percentages finding other percentage amounts,Solve problems involving proportions and percentages finding other percentage amounts,5462,3630,,,,Other
3979,Percentages,60,50743,Unitary method with percentages - Mixed set,"Solve problems involving proportions and percentages - mixed set 999, 5461, 5462",606,3640,,,,Other
3979,Percentages,60,50734,Using a calculator with percentages,Use a calculator with percentages,1443,3650,,,,Other
3979,Percentages,60,50722,Solve problems with percentages - percentage discounts and amounts after discounts,Solve problems with percentages - percentage discounts and amounts after discounts,993,3660,,,,Other
3979,Percentages,60,182281,Solve problems with percentages - percentage discounts,Solve problems with percentages - percentage discounts,5467,3665,,,,Other
3979,Percentages,60,50733,Problem solving with percentages,Solve problems with percentages - mixed set of context problems from all yr 7 sets,1444,3670,,,,Other
3979,Percentages,60,50744,Business applications of percentages,Solve problems with percentages - business applications,612,3680,,,,Other
3979,Percentages,60,50745,Tipping and taxes,Solve problems with percentages - tipping and taxes,1384,3690,,,,Other
3979,Percentages,60,135607,Interpret graphs that use percentages,Interpret graphs that use percentages,4538,3700,,,,Other
3979,Percentages,60,50749,Percentage problems,Percentage problems (senior review),1784,3710,,,,Other
3979,Percentages,60,50750,Mixtures and concentrations,Solve problems with percentages - mixtures and concentrations,1785,3720,,,,Other
3979,Percentages,60,69852,Zoo design (Investigation),Zoo Design (Investigation) LIVE,3303,3730,,,,Other
3979,Percentages,60,69853,Using percentages (Investigation),Using Percentages (Investigation) LIVE,3321,3740,,,,Other
3979,Percentages,60,69854,Percentages and fractions with blocks (Investigation),Percentages and Fractions with Jenga Blocks (Investigation) LIVE,3342,3750,,,,Other
3979,Percentages,60,69855,Practice your discounts (Investigation),Practice your discounts (Investigation) LIVE,3310,3760,,,,Other
3979,Percentages,60,135608,Spreadsheets and percentages (Investigation),Spreadsheets and percentages (Investigation),4638,3770,,,,Other
13516,Percentages (hidden),61,50718,TBD - Benchmark Percentages & Fractions (Yr 6),TBD - Benchmark Percentages & Fractions (Yr 6),990,9010,,,,Other
13516,Percentages (hidden),61,50719,TBD - Benchmark Percentages & Decimals (Yr 6),TBD - Benchmark Percentages & Decimals (Yr 6),989,9020,,,,Other
13516,Percentages (hidden),61,50726,TBD - Decimals and Percentages (Yr 7),TBD - Decimals and Percentages (Yr 7),996,9125,,,,Other
13516,Percentages (hidden),61,50728,TBD - Common Percents (Yr 7),TBD - Common Percents (Yr 7),1001,9140,,,,Other
13516,Percentages (hidden),61,50731,TBD - Percentage change,TBD - Percentage change,1000,9170,,,,Other
13516,Percentages (hidden),61,50736,TBD - Estimating Percentages (Yr 8 onwards),TBD - Estimating Percentages (Yr 8 onwards),83,9205,,,,Other
13516,Percentages (hidden),61,50737,TBD - Fractions and Percentages (Yr 8),TBD - Fractions and Percentages (Yr 8),187,9210,,,,Other
13516,Percentages (hidden),61,50738,TBD - Decimals and Percentages (Yr 8),TBD - Decimals and Percentages (Yr 8),250,9220,,,,Other
13516,Percentages (hidden),61,6570,"TBD - Comparing decimals, fractions and percentages","TBD - Comparing decimals, fractions and percentages",324,9225,,,,Other
13516,Percentages (hidden),61,50739,"TBD - Comparing decimals, fractions and percentages","TBD - Comparing decimals, fractions and percentages",324,9225,,,,Other
13516,Percentages (hidden),61,50740,TBD - Percentage of a Quantity (Yr 8,TBD - Percentage of a Quantity (Yr 8,427,9230,,,,Other
17518,Ratios - Convert and simplify,62,241122,"Parts and wholes, an introduction to ratios (Investigation)","Parts and wholes, an introduction to ratios (Investigation)",5539,4000,,,,Other
17518,Ratios - Convert and simplify,62,50752,Identify and write a ratio from an image,Identify and write a ratio from an image,54,4010,,,,Other
17518,Ratios - Convert and simplify,62,241123,Identify ratios from given information,Identify ratios from given information,5540,4020,,,,Other
17518,Ratios - Convert and simplify,62,241124,Identify ratios,"Identify ratios - mixed set 54, 5540",5541,4030,,,,Other
17518,Ratios - Convert and simplify,62,241125,Turn a fraction into a ratio,Turn a fraction into a ratio,5542,4040,,,,Other
17518,Ratios - Convert and simplify,62,241126,Turn a decimal into a ratio,Turn a decimal into a ratio,5543,4050,,,,Other
17518,Ratios - Convert and simplify,62,241127,Turn a percentage into a ratio,Turn a percentage into a ratio,5544,4060,,,,Other
17518,Ratios - Convert and simplify,62,241128,Turn a ratio into a fraction,Turn a ratio into a fraction,5545,4070,,,,Other
17518,Ratios - Convert and simplify,62,50764,Turn a ratio into a decimal,Turn a ratio into a decimal,331,4080,,,,Other
17518,Ratios - Convert and simplify,62,241129,Turn a ratio into a percentage,Turn a ratio into a percentage,5546,4090,,,,Other
17518,Ratios - Convert and simplify,62,241130,"Recognise fractions, decimals, percentages and ratios as different representations of the same information","Convert between fractions, decimals, percentages, ratios -mixedset 5542, 5543, 5544, 5545, 331, 554",5547,4100,,,,Other
17518,Ratios - Convert and simplify,62,241131,Complete tables of equivalent ratios,Complete tables of equivalent ratios,5548,4110,,,,Other
17518,Ratios - Convert and simplify,62,50753,Simplify whole number ratios,Simplify whole number ratios,1002,4120,,,,Other
17518,Ratios - Convert and simplify,62,241132,Simplify whole number ratios involving units,Simplify whole number ratios involving units,5550,4130,,,,Other
17518,Ratios - Convert and simplify,62,241133,Simplify ratios with fractions,Simplify ratios with fractions,5551,4140,,,,Other
17518,Ratios - Convert and simplify,62,241134,Simplify ratios with mixed numbers,Simplify ratios with mixed numbers,5552,4150,,,,Other
17518,Ratios - Convert and simplify,62,241135,Simplify ratios with decimals,Simplify ratios with decimals,5553,4160,,,,Other
17518,Ratios - Convert and simplify,62,241136,Simplify ratios involving unit conversion,Simplify ratios involving unit conversion,5554,4170,,,,Other
17518,Ratios - Convert and simplify,62,241137,Simplify ratios involving 3 or more parts,Simplify ratios involving 3 or more parts,5555,4180,,,,Other
17518,Ratios - Convert and simplify,62,241138,Simplify ratios involving algebraic terms,Simplify ratios involving algebraic terms,5556,4190,,,,Other
17518,Ratios - Convert and simplify,62,241139,Simplify further ratios involving algebraic terms,Simplify further ratios involving algebraic terms,5557,4200,,,,Other
17518,Ratios - Convert and simplify,62,78309,Simplifying ratios - mixed questions I,"Simplify ratios - mixed set 1002, 5550, 5551, 5552, 5553, 5554",3537,4210,,,,Other
